time,temperature_2m_max,temperature_2m_min,rain,crop_type,days_since_sowing,growth_stage,stress_level
2023-05-06,34.1,23.4,17.3,Maize,36,Flowering,Low
2023-05-07,34.2,24.2,2.9,Maize,37,Flowering,Medium
2023-05-08,35.2,24.4,0.0,Maize,38,Flowering,Medium
2023-05-09,36.7,24.4,0.3,Maize,39,Flowering,High
2023-05-10,37.2,24.9,0.0,Maize,40,Flowering,High
2023-05-11,38.3,24.8,0.0,Maize,41,Flowering,High
2023-05-12,39.8,25.5,0.0,Maize,42,Flowering,High
2023-05-13,38.6,28.3,0.0,Maize,43,Flowering,High
2023-05-14,40.5,27.6,0.0,Maize,44,Flowering,High
2023-05-15,40.6,27.8,0.0,Maize,45,Flowering,High
2023-05-16,40.2,26.3,0.0,Maize,46,Flowering,High
2023-05-17,40.5,26.6,0.0,Maize,47,Flowering,High
2023-05-18,40.3,27.1,0.0,Maize,48,Flowering,High
2023-05-19,39.3,26.8,0.0,Maize,49,Flowering,High
2023-05-20,40.2,27.3,0.0,Maize,50,Flowering,High
2023-05-21,37.0,26.9,7.7,Maize,51,Flowering,Low
2023-05-22,38.0,25.5,0.5,Maize,52,Flowering,High
2023-05-23,39.1,26.1,0.0,Maize,53,Flowering,High
2023-05-24,39.2,27.0,3.6,Maize,54,Flowering,Medium
2023-05-25,40.0,28.4,2.2,Maize,55,Flowering,Medium
2023-05-26,39.7,28.0,0.2,Maize,56,Flowering,High
2023-05-27,38.4,27.5,0.1,Maize,57,Flowering,High
2023-05-28,38.2,27.2,1.9,Maize,58,Flowering,Medium
2023-05-29,39.4,26.5,0.1,Maize,59,Flowering,High
2023-05-30,37.4,24.7,19.8,Maize,60,Flowering,Low
2023-05-31,37.0,24.8,0.1,Maize,61,Flowering,High
2023-06-01,38.5,26.3,0.0,Maize,61,Flowering,High
2023-06-02,39.0,28.2,0.9,Maize,62,Flowering,High
2023-06-03,40.2,28.5,0.0,Maize,63,Flowering,High
2023-06-04,37.8,28.8,0.0,Maize,64,Flowering,High
2023-06-05,39.0,28.2,0.9,Maize,65,Flowering,High
2023-06-06,39.4,27.7,0.0,Maize,66,Flowering,High
2023-06-07,35.4,26.8,7.8,Maize,67,Flowering,Low
2023-06-08,39.8,28.2,1.1,Maize,68,Flowering,Medium
2023-06-09,39.6,26.4,14.9,Maize,69,Flowering,Low
2023-06-10,37.1,27.4,0.2,Maize,70,Flowering,High
2023-06-11,36.8,26.2,3.7,Maize,71,Flowering,Medium
2023-06-12,36.2,27.1,0.4,Maize,72,Flowering,High
2023-06-13,38.0,27.2,2.8,Maize,73,Flowering,Medium
2023-06-14,37.8,27.4,0.1,Maize,74,Flowering,High
2023-06-15,38.7,27.9,0.0,Maize,75,Maturity,High
2023-06-16,38.2,28.7,0.0,Maize,76,Maturity,High
2023-06-17,38.5,27.5,0.1,Maize,77,Maturity,High
2023-06-18,35.6,27.8,3.8,Maize,78,Maturity,Medium
2023-06-19,28.9,24.8,26.4,Maize,79,Maturity,Low
2023-06-20,34.0,24.4,16.0,Maize,80,Maturity,Low
2023-06-21,33.8,24.4,4.4,Maize,81,Maturity,Medium
2023-06-22,33.8,26.0,4.3,Maize,82,Maturity,Medium
2023-06-23,34.4,25.4,3.3,Maize,83,Maturity,Medium
2023-06-24,34.7,26.5,0.4,Maize,84,Maturity,Medium
2023-06-25,34.5,26.1,0.0,Maize,85,Maturity,Medium
2023-06-26,34.9,26.0,0.5,Maize,86,Maturity,Medium
2023-06-27,34.9,26.5,0.4,Maize,87,Maturity,Medium
2023-06-28,36.2,25.9,3.9,Maize,88,Maturity,Medium
2023-06-29,35.6,27.0,4.6,Maize,89,Maturity,Medium
2023-06-30,37.1,26.6,0.5,Maize,90,Maturity,High
2023-07-01,34.5,27.0,3.8,Maize,91,Maturity,Medium
2023-07-02,35.5,26.8,1.4,Maize,92,Maturity,Medium
2023-07-03,34.8,24.8,3.3,Maize,93,Maturity,Medium
2023-07-04,35.0,26.0,12.2,Maize,94,Maturity,Low
2023-07-05,32.1,25.5,0.1,Maize,95,Maturity,Low
2023-07-06,30.1,25.6,1.8,Maize,96,Maturity,Low
2023-07-07,32.7,26.3,0.0,Maize,97,Maturity,Low
2023-07-08,34.0,26.7,6.2,Maize,98,Maturity,Low
2023-07-09,35.9,26.1,1.2,Maize,99,Maturity,Medium
2023-07-10,31.5,25.7,3.8,Maize,100,Maturity,Low
2023-07-11,30.4,24.4,3.0,Maize,101,Maturity,Low
2023-07-12,33.8,25.6,5.4,Maize,102,Maturity,Low
2023-07-13,33.8,24.6,0.4,Maize,103,Maturity,Medium
2023-07-14,34.9,25.6,1.0,Maize,104,Maturity,Medium
2023-07-15,36.2,26.4,1.0,Maize,105,Maturity,Medium
2023-07-16,35.4,27.1,0.3,Maize,106,Maturity,Medium
2023-07-17,36.4,26.6,0.0,Maize,107,Maturity,High
2023-07-18,36.2,27.1,0.0,Maize,108,Maturity,High
2023-07-19,35.8,27.1,0.0,Maize,109,Maturity,Medium
2023-07-20,36.4,26.9,0.1,Maize,110,Maturity,High
2023-07-21,35.8,27.4,0.0,Maize,111,Maturity,Medium
2023-07-22,33.3,26.0,5.0,Maize,112,Maturity,Low
2023-07-23,33.7,24.4,7.8,Maize,113,Maturity,Low
2023-07-24,31.8,24.0,5.0,Maize,114,Maturity,Low
2023-07-25,28.9,23.8,11.5,Maize,115,Maturity,Low
2023-07-26,28.4,23.4,5.7,Maize,116,Maturity,Low
2023-07-27,34.1,24.3,0.6,Maize,117,Maturity,Medium
2023-07-28,35.4,25.5,0.0,Maize,118,Maturity,Medium
2023-07-29,35.7,26.0,0.1,Maize,119,Maturity,Medium
2023-07-30,36.8,26.4,0.2,Maize,120,Maturity,High
2023-07-31,36.7,26.5,0.1,Maize,121,Maturity,High
